user_id,timestamp,source,text,rating
user_0409,2025-09-26 08:00:00,chatbot,Customer service was rude and unhelpful.,5
user_0487,2025-07-26 18:00:00,chatbot,Customer service was rude and unhelpful.,5
user_0417,2025-05-13 18:00:00,email_feedback,Socail media posts were engaging!,3
user_0234,2025-05-24 19:00:00,twitter,"Still waiting for my refund, very frustrating.",4
user_0051,2025-07-16 18:00:00,chatbot,"Email offers are great, I found a nice deal.",2
user_0471,2025-10-04 13:00:00,chatbot,"Email offers are great, I found a nice deal.",5
user_0342,4/6/2025 12:0,app_review,"Ad was misleading, the discount didnâ€™t apply.",
user_0289,2025-09-09 05:00:00,chatbot,Socail media posts were engaging!,5
user_0390,2025-10-12 14:00:00,email_feedback,"Email offers are great, I found a nice deal.",4
user_0454,2025-08-05 13:00:00,email_feedback,I love how fast the checkout process is!,1
user_0153,2025-09-07 09:00:00,chatbot,I love how fast the checkout process is!,4
user_0207,2025-10-25 13:00:00,twitter,"Email offers are great, I found a nice deal.",
user_0126,2025-09-26 16:00:00,chatbot,Customer service was rude and unhelpful.,2
user_0126,2025-06-03 22:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,2
user_0053,2025-10-05 18:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",4
user_0412,2025-06-25 10:00:00,app_review,Socail media posts were engaging!,2
user_0250,2025-06-08 20:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,5
user_0023,2025-07-14 23:00:00,chatbot,"My issue was solved quickly, thank you.",5
user_0316,2025-08-19 02:00:00,chatbot,I love how fast the checkout process is!,3
user_0187,2025-07-01 14:00:00,chatbot,The loyalty program is confusing.,3
user_0134,2025-06-06 06:00:00,twitter,"Email offers are great, I found a nice deal.",2
user_0285,2025-06-30 19:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,2
user_0254,2025-06-03 16:00:00,twitter,"My issue was solved quickly, thank you.",
user_0390,2025-06-05 18:00:00,chatbot,"Email offers are great, I found a nice deal.",
user_0256,17/6/2025 19:0,twitter,Customer service was rude and unhelpful.,3
user_0323,2025-07-27 15:00:00,email_feedback,"Email offers are great, I found a nice deal.",3
user_0349,2025-08-09 11:00:00,email_feedback,"My issue was solved quickly, thank you.",1
user_0303,2025-08-17 10:00:00,twitter,"Email offers are great, I found a nice deal.",5
user_0083,2025-05-01 05:00:00,chatbot,The loyalty program is confusing.,
user_0218,2025-05-21 08:00:00,twitter,"My issue was solved quickly, thank you.",
user_0285,2025-07-03 20:00:00,chatbot,"Still waiting for my refund, very frustrating.",4
user_0000,27/9/2025 8:0,app_review,The loyalty program is confusing.,3
user_0379,2025-10-08 12:00:00,twitter,"Still waiting for my refund, very frustrating.",
user_0196,2025-09-28 17:00:00,app_review,The loyalty program is confusing.,2
user_0073,2025-06-28 16:00:00,email_feedback,"Still waiting for my refund, very frustrating.",2
user_0487,2025-07-05 17:00:00,chatbot,"Email offers are great, I found a nice deal.",1
user_0114,2025-05-05 15:00:00,chatbot,I love how fast the checkout process is!,3
user_0270,2025-06-11 06:00:00,app_review,"Still waiting for my refund, very frustrating.",
user_0137,2025-07-16 17:00:00,app_review,"Email offers are great, I found a nice deal.",2
user_0320,2025-08-17 14:00:00,chatbot,The loyalty program is confusing.,5
user_0440,2025-10-25 14:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0449,2025-08-13 14:00:00,app_review,Customer service was rude and unhelpful.,
user_0319,2025-06-16 07:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,5
user_0360,2025-06-17 00:00:00,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,3
user_0442,2025-10-19 06:00:00,twitter,"My issue was solved quickly, thank you.",2
user_0218,2025-09-25 13:00:00,email_feedback,Socail media posts were engaging!,
user_0192,2025-09-09 14:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",4
user_0140,2025-09-11 17:00:00,chatbot,"Still waiting for my refund, very frustrating.",3
user_0244,2025-07-14 18:00:00,chatbot,"Still waiting for my refund, very frustrating.",
user_0311,2025-10-13 00:00:00,chatbot,"My issue was solved quickly, thank you.",1
user_0166,2025-07-22 12:00:00,email_feedback,"Still waiting for my refund, very frustrating.",4
user_0200,2025-05-16 21:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",
user_0467,2025-07-20 04:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0449,2025-06-30 11:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",4
user_0244,2025-09-29 09:00:00,chatbot,"Still waiting for my refund, very frustrating.",4
user_0127,2025-10-14 20:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0491,2025-07-26 06:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",4
user_0278,2025-08-28 17:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,4
user_0401,2025-07-07 06:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0236,2025-06-04 09:00:00,twitter,"My issue was solved quickly, thank you.",
user_0222,2025-05-09 20:00:00,chatbot,"Email offers are great, I found a nice deal.",4
user_0317,24/7/2025 10:0,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0062,2025-05-07 10:00:00,twitter,"Still waiting for my refund, very frustrating.",
user_0185,2025-09-04 01:00:00,twitter,"Email offers are great, I found a nice deal.",4
user_0153,2025-07-13 03:00:00,app_review,The loyalty program is confusing.,
user_0439,2025-05-01 08:00:00,chatbot,Customer service was rude and unhelpful.,1
user_0258,2025-08-07 22:00:00,app_review,I love how fast the checkout process is!,2
user_0350,2025-10-21 03:00:00,email_feedback,"Still waiting for my refund, very frustrating.",
user_0395,2025-06-17 21:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",2
user_0236,2025-09-15 04:00:00,chatbot,Socail media posts were engaging!,
user_0448,2025-07-11 15:00:00,app_review,Customer service was rude and unhelpful.,4
user_0087,2025-08-20 17:00:00,email_feedback,"Still waiting for my refund, very frustrating.",5
user_0079,2025-07-27 16:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0420,2025-05-23 00:00:00,email_feedback,I love how fast the checkout process is!,1
user_0355,2025-07-08 15:00:00,twitter,I love how fast the checkout process is!,1
user_0112,2025-05-29 17:00:00,email_feedback,"My issue was solved quickly, thank you.",1
user_0111,2025-07-10 18:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0108,2025-05-29 06:00:00,app_review,Customer service was rude and unhelpful.,4
user_0073,2025-05-08 23:00:00,app_review,I love how fast the checkout process is!,5
user_0139,2025-09-22 14:00:00,twitter,I love how fast the checkout process is!,5
user_0177,2025-07-07 08:00:00,twitter,"Still waiting for my refund, very frustrating.",2
user_0284,2025-05-08 12:00:00,app_review,Customer service was rude and unhelpful.,4
user_0284,2025-08-08 21:00:00,twitter,I love how fast the checkout process is!,3
user_0050,2025-09-14 09:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0040,2025-07-02 15:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",
user_0156,2025-05-16 05:00:00,chatbot,"Still waiting for my refund, very frustrating.",3
user_0087,2025-09-11 00:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0462,2025-08-29 03:00:00,email_feedback,The loyalty program is confusing.,5
user_0111,2025-08-25 18:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0462,2025-05-11 05:00:00,app_review,"My issue was solved quickly, thank you.",5
user_0024,2025-08-19 21:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0328,2025-09-20 13:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,2
user_0492,13/6/2025 14:0,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",5
user_0256,2025-05-16 16:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0317,2025-06-13 04:00:00,chatbot,Socail media posts were engaging!,3
user_0378,2025-08-21 05:00:00,email_feedback,"My issue was solved quickly, thank you.",
user_0368,2025-06-20 10:00:00,email_feedback,The loyalty program is confusing.,1
user_0438,2025-08-29 19:00:00,app_review,Customer service was rude and unhelpful.,5
user_0414,2025-08-21 18:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,4
user_0271,2025-05-06 20:00:00,app_review,The loyalty program is confusing.,
user_0181,2025-09-10 09:00:00,app_review,Customer service was rude and unhelpful.,4
user_0398,2025-06-11 00:00:00,email_feedback,The loyalty program is confusing.,3
user_0003,2025-08-23 23:00:00,chatbot,Customer service was rude and unhelpful.,5
user_0430,2025-05-17 15:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0051,2025-10-11 11:00:00,app_review,Customer service was rude and unhelpful.,2
user_0002,2025-06-03 02:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",1
user_0087,2025-10-22 03:00:00,chatbot,I love how fast the checkout process is!,4
user_0003,2025-10-01 18:00:00,email_feedback,"Email offers are great, I found a nice deal.",4
user_0255,2025-05-30 11:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",1
user_0106,2025-05-07 06:00:00,chatbot,"My issue was solved quickly, thank you.",2
user_0182,2025-06-30 14:00:00,twitter,"Email offers are great, I found a nice deal.",4
user_0305,2025-08-22 02:00:00,email_feedback,"My issue was solved quickly, thank you.",5
user_0056,2025-06-23 08:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0090,2025-08-29 15:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,4
user_0319,2025-07-14 22:00:00,chatbot,Customer service was rude and unhelpful.,
user_0340,2025-06-15 18:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",4
user_0126,2025-05-03 02:00:00,email_feedback,"Email offers are great, I found a nice deal.",
user_0014,2025-06-15 18:00:00,app_review,"Email offers are great, I found a nice deal.",1
user_0422,2025-08-07 11:00:00,email_feedback,"Still waiting for my refund, very frustrating.",4
user_0010,2025-06-07 13:00:00,email_feedback,"Still waiting for my refund, very frustrating.",5
user_0294,2025-08-26 13:00:00,email_feedback,Customer service was rude and unhelpful.,
user_0162,2025-09-12 19:00:00,email_feedback,I love how fast the checkout process is!,
user_0140,2025-10-18 18:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0263,2025-05-14 21:00:00,email_feedback,I love how fast the checkout process is!,4
user_0312,2025-06-23 01:00:00,app_review,"My issue was solved quickly, thank you.",1
user_0230,2025-06-18 08:00:00,app_review,"Email offers are great, I found a nice deal.",1
user_0382,2025-10-08 05:00:00,app_review,"Email offers are great, I found a nice deal.",
user_0103,2025-08-29 18:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0208,2025-09-14 13:00:00,chatbot,"Email offers are great, I found a nice deal.",3
user_0179,2025-10-25 03:00:00,email_feedback,Socail media posts were engaging!,2
user_0047,2025-06-11 04:00:00,chatbot,"Email offers are great, I found a nice deal.",2
user_0364,2025-08-03 02:00:00,email_feedback,The loyalty program is confusing.,
user_0091,2025-07-21 15:00:00,app_review,"My issue was solved quickly, thank you.",1
user_0060,2025-05-12 22:00:00,chatbot,The loyalty program is confusing.,2
user_0381,2025-05-14 14:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0197,2025-09-05 14:00:00,email_feedback,Socail media posts were engaging!,4
user_0407,2025-09-21 13:00:00,app_review,"Email offers are great, I found a nice deal.",1
user_0452,2025-09-07 08:00:00,app_review,"Email offers are great, I found a nice deal.",4
user_0239,2025-07-29 08:00:00,email_feedback,Customer service was rude and unhelpful.,3
user_0151,2025-08-09 14:00:00,chatbot,"My issue was solved quickly, thank you.",2
user_0469,2025-06-24 19:00:00,chatbot,The loyalty program is confusing.,1
user_0335,2025-06-29 21:00:00,email_feedback,"Email offers are great, I found a nice deal.",3
user_0139,2025-05-14 05:00:00,email_feedback,I love how fast the checkout process is!,4
user_0233,2025-08-19 14:00:00,email_feedback,"My issue was solved quickly, thank you.",1
user_0020,2025-09-11 19:00:00,chatbot,I love how fast the checkout process is!,5
user_0059,2025-06-02 09:00:00,chatbot,"Still waiting for my refund, very frustrating.",1
user_0484,2025-06-10 09:00:00,email_feedback,Socail media posts were engaging!,4
user_0235,2025-06-13 14:00:00,app_review,I love how fast the checkout process is!,4
user_0401,2025-05-19 07:00:00,email_feedback,I love how fast the checkout process is!,5
user_0478,2025-06-10 05:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",1
user_0369,2025-06-11 22:00:00,chatbot,"Still waiting for my refund, very frustrating.",3
user_0456,2025-05-15 22:00:00,app_review,Socail media posts were engaging!,3
user_0426,2025-09-02 12:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",3
user_0398,2025-09-20 03:00:00,chatbot,Customer service was rude and unhelpful.,5
user_0214,2025-07-26 05:00:00,twitter,I love how fast the checkout process is!,3
user_0484,2025-10-13 01:00:00,chatbot,I love how fast the checkout process is!,3
user_0364,2025-06-25 08:00:00,twitter,I love how fast the checkout process is!,
user_0110,2025-09-28 17:00:00,email_feedback,"My issue was solved quickly, thank you.",
user_0352,2025-09-23 19:00:00,app_review,The loyalty program is confusing.,
user_0488,2025-05-26 12:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",
user_0342,2025-05-31 02:00:00,chatbot,I love how fast the checkout process is!,5
user_0324,6/6/2025 10:0,email_feedback,"My issue was solved quickly, thank you.",4
user_0310,2025-07-01 10:00:00,email_feedback,The loyalty program is confusing.,4
user_0381,2025-07-13 09:00:00,twitter,The loyalty program is confusing.,
user_0288,2025-09-16 10:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,4
user_0113,2025-06-26 23:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0033,2025-08-17 12:00:00,email_feedback,"My issue was solved quickly, thank you.",2
user_0155,2025-07-23 02:00:00,app_review,"Email offers are great, I found a nice deal.",5
user_0408,2025-10-11 01:00:00,chatbot,The loyalty program is confusing.,4
user_0268,2025-07-12 08:00:00,app_review,"Still waiting for my refund, very frustrating.",
user_0459,2025-06-28 13:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0275,29/9/2025 8:0,email_feedback,Socail media posts were engaging!,1
user_0422,2025-09-05 08:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",1
user_0237,2025-05-23 14:00:00,email_feedback,"Still waiting for my refund, very frustrating.",5
user_0342,2025-10-01 05:00:00,app_review,The loyalty program is confusing.,2
user_0290,2025-05-09 19:00:00,twitter,"Still waiting for my refund, very frustrating.",4
user_0272,2025-09-28 22:00:00,email_feedback,I love how fast the checkout process is!,5
user_0409,2025-06-28 21:00:00,chatbot,Socail media posts were engaging!,2
user_0415,2025-10-28 03:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",4
user_0395,18/6/2025 17:0,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0065,2025-08-19 10:00:00,app_review,The loyalty program is confusing.,2
user_0373,2025-07-28 01:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",1
user_0228,2025-09-25 11:00:00,chatbot,I love how fast the checkout process is!,
user_0261,2025-08-18 00:00:00,twitter,"Still waiting for my refund, very frustrating.",2
user_0138,2025-08-20 00:00:00,twitter,The loyalty program is confusing.,
user_0445,2025-06-28 11:00:00,email_feedback,Customer service was rude and unhelpful.,4
user_0406,2025-09-14 22:00:00,email_feedback,"Still waiting for my refund, very frustrating.",5
user_0270,2025-07-16 15:00:00,email_feedback,Socail media posts were engaging!,5
user_0410,2025-05-03 00:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",2
user_0099,2025-10-11 14:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0130,2025-09-04 10:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",4
user_0384,2025-07-26 09:00:00,app_review,Socail media posts were engaging!,5
user_0015,2025-08-20 12:00:00,email_feedback,I love how fast the checkout process is!,
user_0425,2025-10-28 20:00:00,email_feedback,"Still waiting for my refund, very frustrating.",3
user_0142,2025-07-25 17:00:00,app_review,The loyalty program is confusing.,3
user_0382,2025-10-27 02:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0058,2025-10-06 03:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",2
user_0353,2025-08-15 12:00:00,chatbot,Socail media posts were engaging!,2
user_0106,2025-05-13 06:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0008,2025-09-13 21:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",5
user_0016,2025-05-10 15:00:00,app_review,I love how fast the checkout process is!,2
user_0297,2025-06-29 13:00:00,app_review,Customer service was rude and unhelpful.,1
user_0368,2025-09-07 19:00:00,app_review,Socail media posts were engaging!,
user_0490,2025-07-06 09:00:00,app_review,"Still waiting for my refund, very frustrating.",
user_0185,2025-10-15 20:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",3
user_0087,2025-08-03 16:00:00,email_feedback,"My issue was solved quickly, thank you.",
user_0368,2025-08-02 06:00:00,chatbot,Socail media posts were engaging!,
user_0035,2025-09-04 21:00:00,twitter,"Still waiting for my refund, very frustrating.",3
user_0041,2025-07-31 13:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,4
user_0059,2025-09-15 03:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",
user_0266,2025-06-19 21:00:00,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0273,2025-08-25 02:00:00,twitter,Socail media posts were engaging!,4
user_0110,2025-05-20 18:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",3
user_0199,2025-07-22 16:00:00,chatbot,Socail media posts were engaging!,5
user_0396,2025-07-14 05:00:00,chatbot,Socail media posts were engaging!,1
user_0194,3/5/2025 12:0,twitter,Customer service was rude and unhelpful.,1
user_0282,2025-08-01 00:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",1
user_0360,2025-10-25 00:00:00,chatbot,Socail media posts were engaging!,
user_0430,2025-08-27 22:00:00,chatbot,"My issue was solved quickly, thank you.",5
user_0049,2025-06-08 09:00:00,chatbot,The loyalty program is confusing.,5
user_0144,2025-08-02 06:00:00,app_review,"Email offers are great, I found a nice deal.",3
user_0261,2025-06-17 04:00:00,chatbot,"Email offers are great, I found a nice deal.",4
user_0243,2025-07-22 02:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",4
user_0022,2025-05-09 14:00:00,app_review,"Email offers are great, I found a nice deal.",3
user_0410,2025-10-25 06:00:00,chatbot,"My issue was solved quickly, thank you.",
user_0362,2025-10-23 12:00:00,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0301,2025-05-29 17:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",1
user_0078,2025-06-08 09:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",2
user_0187,17/9/2025 21:0,chatbot,Customer service was rude and unhelpful.,
user_0423,2025-07-07 16:00:00,email_feedback,I love how fast the checkout process is!,4
user_0069,2025-06-25 17:00:00,app_review,The loyalty program is confusing.,3
user_0266,2025-08-15 02:00:00,twitter,"Still waiting for my refund, very frustrating.",5
user_0434,2025-05-20 11:00:00,chatbot,The loyalty program is confusing.,1
user_0409,2025-05-20 03:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",1
user_0485,2025-09-25 18:00:00,chatbot,I love how fast the checkout process is!,
user_0475,2025-06-06 23:00:00,email_feedback,I love how fast the checkout process is!,1
user_0167,2025-06-30 07:00:00,email_feedback,"Still waiting for my refund, very frustrating.",
user_0143,2025-06-13 14:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0301,2025-07-16 07:00:00,email_feedback,"My issue was solved quickly, thank you.",2
user_0426,2025-08-24 10:00:00,chatbot,Socail media posts were engaging!,2
user_0160,2025-10-23 05:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0035,2025-09-03 05:00:00,app_review,"My issue was solved quickly, thank you.",4
user_0436,2025-08-21 06:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",1
user_0004,2025-06-08 13:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",
user_0429,2025-06-07 10:00:00,chatbot,"My issue was solved quickly, thank you.",2
user_0292,2025-05-22 11:00:00,app_review,"My issue was solved quickly, thank you.",
user_0006,2025-06-05 12:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0269,2025-09-11 07:00:00,twitter,The loyalty program is confusing.,4
user_0319,2025-06-09 15:00:00,app_review,Customer service was rude and unhelpful.,
