user_id,timestamp,source,text,rating
user_0377,2025-05-10 20:00:00,app_review,I love how fast the checkout process is!,
user_0469,2025-07-31 07:00:00,app_review,The loyalty program is confusing.,3
user_0185,2025-06-28 16:00:00,chatbot,The loyalty program is confusing.,3
user_0390,2025-09-17 09:00:00,email_feedback,The loyalty program is confusing.,5
user_0432,2025-10-09 05:00:00,email_feedback,Socail media posts were engaging!,3
user_0181,2025-08-02 05:00:00,twitter,"Email offers are great, I found a nice deal.",3
user_0037,2025-07-09 02:00:00,chatbot,"Still waiting for my refund, very frustrating.",3
user_0231,29/9/2025 7:0,app_review,Socail media posts were engaging!,1
user_0070,2025-07-12 01:00:00,chatbot,The loyalty program is confusing.,3
user_0159,2025-06-19 06:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0392,2025-05-04 11:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",3
user_0219,2025-05-25 21:00:00,app_review,"Still waiting for my refund, very frustrating.",
user_0113,2025-05-21 20:00:00,app_review,Customer service was rude and unhelpful.,5
user_0089,2025-08-31 12:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0147,2025-10-25 15:00:00,twitter,The loyalty program is confusing.,5
user_0385,2025-08-29 11:00:00,chatbot,I love how fast the checkout process is!,1
user_0462,2025-10-20 08:00:00,twitter,The loyalty program is confusing.,5
user_0417,2025-05-12 13:00:00,twitter,"Still waiting for my refund, very frustrating.",
user_0097,2025-10-14 22:00:00,twitter,Socail media posts were engaging!,
user_0034,2025-09-26 16:00:00,email_feedback,The loyalty program is confusing.,
user_0324,2025-05-29 17:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0134,2025-07-22 21:00:00,email_feedback,I love how fast the checkout process is!,4
user_0081,2025-08-07 22:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0002,2025-07-01 21:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",4
user_0229,2025-07-02 11:00:00,email_feedback,Customer service was rude and unhelpful.,3
user_0323,2025-09-20 18:00:00,email_feedback,I love how fast the checkout process is!,
user_0148,2025-10-04 04:00:00,email_feedback,Socail media posts were engaging!,1
user_0437,2025-08-18 18:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",5
user_0223,2025-06-12 20:00:00,email_feedback,"Still waiting for my refund, very frustrating.",2
user_0050,2025-08-24 08:00:00,email_feedback,"Email offers are great, I found a nice deal.",1
user_0033,2025-07-18 00:00:00,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0242,2025-10-12 00:00:00,chatbot,Socail media posts were engaging!,5
user_0102,2025-05-26 03:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",3
user_0111,2025-09-25 08:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0170,2025-05-01 06:00:00,email_feedback,"My issue was solved quickly, thank you.",3
user_0049,2025-10-13 17:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,5
user_0278,2025-09-14 06:00:00,chatbot,"My issue was solved quickly, thank you.",
user_0229,2025-07-31 07:00:00,twitter,"My issue was solved quickly, thank you.",3
user_0040,2025-07-14 22:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0316,2025-06-08 06:00:00,twitter,The loyalty program is confusing.,4
user_0326,2025-10-02 10:00:00,email_feedback,"My issue was solved quickly, thank you.",5
user_0240,2025-09-30 22:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",3
user_0210,2025-10-10 21:00:00,twitter,"Still waiting for my refund, very frustrating.",1
user_0286,2025-09-08 11:00:00,app_review,"My issue was solved quickly, thank you.",
user_0241,2025-07-12 01:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",3
user_0497,2025-10-15 07:00:00,email_feedback,I love how fast the checkout process is!,3
user_0491,2025-09-16 09:00:00,app_review,"My issue was solved quickly, thank you.",4
user_0164,2025-07-08 04:00:00,app_review,Socail media posts were engaging!,3
user_0307,2025-08-12 15:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",
user_0462,2025-05-24 05:00:00,twitter,The loyalty program is confusing.,
user_0251,2025-07-06 21:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0139,2025-07-02 12:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0229,2025-09-23 03:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",5
user_0197,2025-06-15 19:00:00,app_review,Socail media posts were engaging!,5
user_0200,2025-09-25 03:00:00,app_review,Customer service was rude and unhelpful.,
user_0233,2025-09-13 21:00:00,app_review,Customer service was rude and unhelpful.,4
user_0131,2025-08-13 10:00:00,email_feedback,Customer service was rude and unhelpful.,2
user_0400,2025-05-14 15:00:00,email_feedback,Customer service was rude and unhelpful.,3
user_0476,2025-09-08 10:00:00,chatbot,"My issue was solved quickly, thank you.",5
user_0046,2025-09-10 07:00:00,twitter,The loyalty program is confusing.,
user_0038,2025-05-29 02:00:00,chatbot,I love how fast the checkout process is!,5
user_0067,2025-10-16 15:00:00,app_review,I love how fast the checkout process is!,
user_0155,2025-07-29 08:00:00,email_feedback,"Email offers are great, I found a nice deal.",5
user_0350,2025-10-27 14:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",4
user_0090,2025-08-16 09:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",2
user_0459,2025-10-23 00:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",3
user_0081,2025-08-14 02:00:00,email_feedback,Customer service was rude and unhelpful.,
user_0027,2025-06-21 16:00:00,chatbot,"My issue was solved quickly, thank you.",3
user_0288,2025-08-06 00:00:00,email_feedback,"Email offers are great, I found a nice deal.",2
user_0300,2025-08-21 22:00:00,chatbot,"Still waiting for my refund, very frustrating.",
user_0302,2025-10-20 07:00:00,app_review,The loyalty program is confusing.,2
user_0368,2025-05-28 17:00:00,email_feedback,The loyalty program is confusing.,3
user_0105,2025-09-10 10:00:00,chatbot,"My issue was solved quickly, thank you.",4
user_0127,2025-05-17 06:00:00,email_feedback,Customer service was rude and unhelpful.,3
user_0487,2025-10-11 18:00:00,app_review,Customer service was rude and unhelpful.,
user_0135,2025-07-13 10:00:00,app_review,I love how fast the checkout process is!,1
user_0039,2025-10-13 15:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",
user_0172,2025-06-22 17:00:00,email_feedback,The loyalty program is confusing.,5
user_0213,2025-08-24 06:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0058,2025-07-12 21:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0126,2025-10-04 13:00:00,twitter,I love how fast the checkout process is!,
user_0045,2025-06-28 11:00:00,email_feedback,"Email offers are great, I found a nice deal.",2
user_0284,2025-08-14 05:00:00,email_feedback,The loyalty program is confusing.,1
user_0493,2025-07-23 15:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0447,2025-08-23 03:00:00,twitter,"Still waiting for my refund, very frustrating.",
user_0457,2025-10-03 16:00:00,email_feedback,"Still waiting for my refund, very frustrating.",3
user_0326,2025-06-10 05:00:00,email_feedback,Customer service was rude and unhelpful.,3
user_0127,2025-07-27 14:00:00,chatbot,The loyalty program is confusing.,4
user_0481,2025-06-12 22:00:00,twitter,Customer service was rude and unhelpful.,
user_0246,2025-10-02 06:00:00,twitter,I love how fast the checkout process is!,4
user_0498,2025-09-05 07:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",
user_0231,2025-05-16 05:00:00,email_feedback,"Email offers are great, I found a nice deal.",5
user_0379,2025-06-08 02:00:00,app_review,"My issue was solved quickly, thank you.",2
user_0125,2025-08-08 08:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,5
user_0295,2025-10-18 09:00:00,chatbot,"Email offers are great, I found a nice deal.",1
user_0097,2025-10-07 12:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",3
user_0210,2025-06-24 05:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",
user_0027,2025-10-08 15:00:00,email_feedback,"Email offers are great, I found a nice deal.",1
user_0163,2025-06-10 11:00:00,app_review,"Email offers are great, I found a nice deal.",
user_0165,2025-08-05 19:00:00,chatbot,I love how fast the checkout process is!,2
user_0359,2025-09-13 02:00:00,app_review,"My issue was solved quickly, thank you.",4
user_0476,2025-07-26 14:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",
user_0306,2025-05-20 03:00:00,twitter,Socail media posts were engaging!,
user_0196,2025-06-30 18:00:00,chatbot,I love how fast the checkout process is!,3
user_0319,2025-07-07 11:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0319,2025-10-01 13:00:00,app_review,"My issue was solved quickly, thank you.",5
user_0249,2025-07-19 00:00:00,twitter,I love how fast the checkout process is!,
user_0116,2025-05-10 17:00:00,email_feedback,"Email offers are great, I found a nice deal.",1
user_0156,2025-06-30 15:00:00,app_review,"My issue was solved quickly, thank you.",
user_0477,2025-05-02 15:00:00,app_review,I love how fast the checkout process is!,
user_0115,2025-08-14 23:00:00,twitter,"My issue was solved quickly, thank you.",1
user_0004,2025-10-06 04:00:00,email_feedback,Socail media posts were engaging!,4
user_0155,2025-07-15 21:00:00,email_feedback,Customer service was rude and unhelpful.,2
user_0192,2025-07-19 00:00:00,twitter,"Still waiting for my refund, very frustrating.",2
user_0432,2025-08-04 17:00:00,email_feedback,Socail media posts were engaging!,1
user_0442,2025-08-23 04:00:00,twitter,Customer service was rude and unhelpful.,2
user_0298,2025-06-24 22:00:00,chatbot,The loyalty program is confusing.,4
user_0018,2025-07-03 14:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",4
user_0385,2025-08-27 14:00:00,email_feedback,The loyalty program is confusing.,4
user_0100,2025-07-05 04:00:00,twitter,The loyalty program is confusing.,1
user_0145,2025-09-19 03:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0184,2025-09-17 14:00:00,app_review,Socail media posts were engaging!,3
user_0483,2025-05-19 21:00:00,email_feedback,The loyalty program is confusing.,
user_0218,5/5/2025 7:0,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0192,2025-06-24 04:00:00,twitter,Customer service was rude and unhelpful.,1
user_0092,2025-09-30 16:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0087,2025-08-26 14:00:00,email_feedback,Socail media posts were engaging!,4
user_0092,2025-07-26 14:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0223,2025-06-14 23:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0033,2025-06-03 03:00:00,app_review,The loyalty program is confusing.,
user_0222,2025-08-05 04:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0004,2025-07-07 07:00:00,twitter,Customer service was rude and unhelpful.,2
user_0146,2025-07-29 21:00:00,twitter,I love how fast the checkout process is!,5
user_0111,2025-09-04 19:00:00,email_feedback,I love how fast the checkout process is!,5
user_0191,2025-07-20 11:00:00,twitter,I love how fast the checkout process is!,4
user_0394,2025-10-26 00:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0000,2025-07-26 09:00:00,app_review,Customer service was rude and unhelpful.,3
user_0242,2025-07-15 02:00:00,chatbot,The loyalty program is confusing.,2
user_0083,2025-06-10 20:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0298,2025-10-07 06:00:00,chatbot,"Still waiting for my refund, very frustrating.",
user_0207,2025-08-10 13:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",2
user_0191,2025-09-09 17:00:00,twitter,I love how fast the checkout process is!,2
user_0473,2025-10-06 05:00:00,twitter,Customer service was rude and unhelpful.,4
user_0223,2025-05-11 22:00:00,twitter,"Email offers are great, I found a nice deal.",4
user_0400,2025-09-09 04:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0011,2025-06-03 03:00:00,chatbot,I love how fast the checkout process is!,3
user_0113,2025-08-17 15:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0150,30/9/2025 19:0,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,4
user_0395,2025-07-30 08:00:00,chatbot,The loyalty program is confusing.,2
user_0408,2025-08-23 22:00:00,twitter,The loyalty program is confusing.,2
user_0379,2025-05-21 14:00:00,email_feedback,The loyalty program is confusing.,2
user_0139,2025-05-11 20:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0146,2025-07-03 23:00:00,chatbot,Socail media posts were engaging!,5
user_0037,2025-07-06 18:00:00,twitter,"My issue was solved quickly, thank you.",3
user_0000,2025-05-15 13:00:00,chatbot,I love how fast the checkout process is!,4
user_0417,14/5/2025 14:0,chatbot,"Email offers are great, I found a nice deal.",2
user_0033,2/8/2025 6:0,app_review,"Email offers are great, I found a nice deal.",4
user_0437,2025-06-25 05:00:00,twitter,I love how fast the checkout process is!,4
user_0303,2025-07-06 18:00:00,twitter,Customer service was rude and unhelpful.,4
user_0255,2025-07-26 01:00:00,twitter,The loyalty program is confusing.,2
user_0276,2025-09-26 10:00:00,twitter,I love how fast the checkout process is!,3
user_0101,2025-10-15 02:00:00,twitter,Socail media posts were engaging!,
user_0249,2025-06-07 09:00:00,app_review,"Still waiting for my refund, very frustrating.",5
user_0049,2025-06-25 16:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",2
user_0063,21/10/2025 14:0,app_review,Customer service was rude and unhelpful.,4
user_0366,2025-06-14 11:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",3
user_0286,2025-09-14 18:00:00,email_feedback,"Email offers are great, I found a nice deal.",2
user_0490,2025-10-25 16:00:00,email_feedback,I love how fast the checkout process is!,3
user_0425,2025-05-07 13:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",
user_0308,2025-08-30 16:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",1
user_0309,2025-06-02 13:00:00,chatbot,The loyalty program is confusing.,3
user_0327,2025-06-07 22:00:00,app_review,"My issue was solved quickly, thank you.",5
user_0358,2025-05-23 10:00:00,chatbot,Customer service was rude and unhelpful.,5
user_0216,2025-06-04 12:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",2
user_0456,2025-07-19 00:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",3
user_0472,2025-08-24 14:00:00,chatbot,Customer service was rude and unhelpful.,4
user_0076,2025-09-26 00:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0092,2025-10-26 09:00:00,twitter,"Still waiting for my refund, very frustrating.",4
user_0469,2025-05-15 07:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",5
user_0387,2025-10-05 07:00:00,chatbot,"Email offers are great, I found a nice deal.",2
user_0410,2025-10-26 02:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0292,2025-06-18 08:00:00,twitter,Socail media posts were engaging!,5
user_0023,2025-10-09 16:00:00,app_review,Socail media posts were engaging!,4
user_0345,2025-06-25 15:00:00,chatbot,Socail media posts were engaging!,3
user_0081,2025-08-11 15:00:00,twitter,Customer service was rude and unhelpful.,2
user_0209,2025-06-22 00:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",3
user_0110,2025-07-10 17:00:00,email_feedback,Socail media posts were engaging!,
user_0466,2025-07-14 23:00:00,twitter,Customer service was rude and unhelpful.,2
user_0362,2025-06-11 15:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0037,2025-08-18 07:00:00,email_feedback,"My issue was solved quickly, thank you.",2
user_0095,2025-06-23 21:00:00,email_feedback,Socail media posts were engaging!,4
user_0177,2025-10-03 08:00:00,app_review,I love how fast the checkout process is!,
user_0439,2025-10-25 00:00:00,email_feedback,"Email offers are great, I found a nice deal.",
user_0082,2025-07-03 02:00:00,twitter,"Email offers are great, I found a nice deal.",4
user_0463,2025-05-01 16:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0261,2025-07-31 09:00:00,twitter,"Still waiting for my refund, very frustrating.",1
user_0308,2025-06-28 21:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0350,2025-09-19 02:00:00,twitter,Customer service was rude and unhelpful.,4
user_0361,2025-07-10 01:00:00,twitter,The loyalty program is confusing.,
user_0196,2025-07-27 15:00:00,twitter,Customer service was rude and unhelpful.,3
user_0134,2025-06-16 04:00:00,email_feedback,Socail media posts were engaging!,2
user_0232,2025-10-24 09:00:00,email_feedback,Customer service was rude and unhelpful.,5
user_0327,2025-07-30 12:00:00,twitter,"My issue was solved quickly, thank you.",2
user_0341,2025-08-31 19:00:00,app_review,"Still waiting for my refund, very frustrating.",4
user_0156,2025-06-14 01:00:00,twitter,Socail media posts were engaging!,5
user_0123,2025-09-02 16:00:00,twitter,I love how fast the checkout process is!,
user_0205,2025-07-15 05:00:00,twitter,"My issue was solved quickly, thank you.",3
user_0100,2025-08-30 20:00:00,app_review,"Still waiting for my refund, very frustrating.",5
user_0413,18/8/2025 17:0,twitter,The loyalty program is confusing.,1
user_0471,2025-05-10 11:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",1
user_0156,2025-07-29 05:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",5
user_0023,2025-09-19 03:00:00,email_feedback,Customer service was rude and unhelpful.,
user_0008,2025-07-06 16:00:00,email_feedback,"Still waiting for my refund, very frustrating.",5
user_0405,2025-10-10 11:00:00,twitter,Socail media posts were engaging!,5
user_0097,2025-10-28 15:00:00,app_review,"My issue was solved quickly, thank you.",3
user_0388,2025-10-03 14:00:00,app_review,The loyalty program is confusing.,1
user_0155,2025-06-28 04:00:00,app_review,Customer service was rude and unhelpful.,1
user_0433,2025-05-25 01:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0466,2025-06-28 00:00:00,twitter,Socail media posts were engaging!,1
user_0009,2025-07-01 07:00:00,app_review,"Still waiting for my refund, very frustrating.",5
user_0174,2025-09-21 17:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",2
user_0021,2025-06-16 19:00:00,chatbot,"Email offers are great, I found a nice deal.",
user_0459,2025-06-09 15:00:00,email_feedback,"Still waiting for my refund, very frustrating.",4
user_0185,2025-10-22 23:00:00,chatbot,I love how fast the checkout process is!,5
user_0451,2025-05-17 17:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0421,2025-09-21 02:00:00,chatbot,Socail media posts were engaging!,3
user_0142,2025-05-15 21:00:00,email_feedback,The loyalty program is confusing.,2
user_0001,28/8/2025 9:0,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",4
user_0170,2025-07-22 17:00:00,app_review,Socail media posts were engaging!,5
user_0062,19/6/2025 3:0,email_feedback,I love how fast the checkout process is!,4
user_0034,2025-07-19 22:00:00,app_review,Socail media posts were engaging!,2
user_0141,2025-09-01 05:00:00,twitter,"Email offers are great, I found a nice deal.",5
user_0384,2025-06-28 23:00:00,chatbot,"My issue was solved quickly, thank you.",
user_0133,2025-08-10 09:00:00,email_feedback,The loyalty program is confusing.,
user_0468,2025-05-05 12:00:00,twitter,"Email offers are great, I found a nice deal.",
user_0260,2025-08-10 15:00:00,twitter,"My issue was solved quickly, thank you.",
user_0132,2025-05-03 05:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0081,2025-07-04 19:00:00,twitter,The loyalty program is confusing.,5
user_0381,2025-06-27 03:00:00,chatbot,Customer service was rude and unhelpful.,1
user_0483,2025-08-04 13:00:00,app_review,"Email offers are great, I found a nice deal.",2
user_0041,2025-05-25 07:00:00,email_feedback,"Email offers are great, I found a nice deal.",
user_0251,2025-10-21 20:00:00,chatbot,"Still waiting for my refund, very frustrating.",
user_0345,2025-08-06 02:00:00,twitter,I love how fast the checkout process is!,4
user_0166,2025-08-29 22:00:00,email_feedback,Socail media posts were engaging!,5
user_0260,2025-10-21 08:00:00,email_feedback,Customer service was rude and unhelpful.,2
user_0311,2025-07-31 21:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",3
user_0277,2025-07-19 18:00:00,twitter,Customer service was rude and unhelpful.,
user_0032,2025-08-25 00:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",5
user_0292,2025-08-08 15:00:00,twitter,Customer service was rude and unhelpful.,
user_0201,2025-10-19 07:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",3
user_0159,2025-10-04 15:00:00,email_feedback,The loyalty program is confusing.,3
user_0001,5/5/2025 3:0,twitter,Socail media posts were engaging!,
