user_id,timestamp,source,text,rating
user_0021,2025-08-11 14:00:00,app_review,"Still waiting for my refund, very frustrating.",1
user_0368,2025-07-21 19:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0283,2025-09-15 09:00:00,twitter,Customer service was rude and unhelpful.,4
user_0302,2025-06-16 11:00:00,email_feedback,"My issue was solved quickly, thank you.",5
user_0007,2025-09-22 04:00:00,chatbot,I love how fast the checkout process is!,3
user_0361,2025-06-15 15:00:00,twitter,The loyalty program is confusing.,5
user_0144,2025-06-25 13:00:00,twitter,The loyalty program is confusing.,2
user_0432,2025-05-26 01:00:00,app_review,I love how fast the checkout process is!,2
user_0026,2025-09-24 10:00:00,email_feedback,Socail media posts were engaging!,
user_0204,2025-09-19 02:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",
user_0382,2025-07-04 02:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,2
user_0217,2025-09-30 20:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0324,2025-05-06 11:00:00,app_review,"Still waiting for my refund, very frustrating.",
user_0204,2025-05-24 03:00:00,app_review,I love how fast the checkout process is!,5
user_0465,23/7/2025 16:0,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",1
user_0052,2025-10-08 10:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0226,2025-09-13 11:00:00,email_feedback,"My issue was solved quickly, thank you.",
user_0353,2025-05-27 02:00:00,twitter,I love how fast the checkout process is!,
user_0438,2025-10-05 08:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",3
user_0289,2025-06-02 14:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",3
user_0459,2025-10-27 16:00:00,app_review,The loyalty program is confusing.,
user_0232,2025-09-21 06:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",4
user_0460,2025-09-08 04:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",2
user_0282,2025-05-23 06:00:00,app_review,I love how fast the checkout process is!,1
user_0463,2025-05-10 09:00:00,app_review,I love how fast the checkout process is!,3
user_0151,2025-06-26 11:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,2
user_0428,2025-05-05 02:00:00,chatbot,Customer service was rude and unhelpful.,2
user_0156,2025-07-26 07:00:00,email_feedback,Customer service was rude and unhelpful.,
user_0481,2025-08-14 14:00:00,email_feedback,Customer service was rude and unhelpful.,5
user_0385,2025-07-08 01:00:00,email_feedback,"My issue was solved quickly, thank you.",4
user_0372,2025-09-16 22:00:00,app_review,"My issue was solved quickly, thank you.",
user_0485,2025-10-17 04:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0133,2025-05-10 12:00:00,twitter,"Email offers are great, I found a nice deal.",4
user_0388,2025-05-23 07:00:00,chatbot,Customer service was rude and unhelpful.,4
user_0077,2025-10-21 03:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,5
user_0053,2025-05-07 08:00:00,email_feedback,"Email offers are great, I found a nice deal.",1
user_0069,2025-08-21 18:00:00,app_review,"Still waiting for my refund, very frustrating.",2
user_0044,2025-09-28 11:00:00,chatbot,I love how fast the checkout process is!,2
user_0250,2025-09-15 03:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0255,2025-05-08 03:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",4
user_0114,2025-09-01 20:00:00,twitter,Customer service was rude and unhelpful.,
user_0032,2025-09-01 07:00:00,twitter,I love how fast the checkout process is!,2
user_0241,2025-08-16 12:00:00,twitter,"My issue was solved quickly, thank you.",1
user_0067,2025-07-01 17:00:00,email_feedback,Customer service was rude and unhelpful.,
user_0445,2025-06-10 08:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,5
user_0161,2025-08-20 15:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",1
user_0038,2025-09-10 07:00:00,chatbot,"My issue was solved quickly, thank you.",4
user_0030,2025-08-19 17:00:00,twitter,"My issue was solved quickly, thank you.",
user_0206,2025-06-02 20:00:00,email_feedback,"Still waiting for my refund, very frustrating.",5
user_0330,2025-09-27 17:00:00,twitter,"Email offers are great, I found a nice deal.",2
user_0299,2025-05-16 14:00:00,chatbot,Customer service was rude and unhelpful.,2
user_0262,2025-05-10 20:00:00,email_feedback,Socail media posts were engaging!,5
user_0086,2025-05-19 15:00:00,twitter,The loyalty program is confusing.,
user_0435,2025-07-25 23:00:00,chatbot,"My issue was solved quickly, thank you.",1
user_0473,2025-07-08 16:00:00,email_feedback,"My issue was solved quickly, thank you.",
user_0450,2025-05-25 19:00:00,email_feedback,The loyalty program is confusing.,5
user_0411,2025-09-18 15:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0178,2025-06-18 11:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0332,2025-05-14 23:00:00,twitter,"Email offers are great, I found a nice deal.",1
user_0108,2025-06-17 07:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,2
user_0290,2025-06-27 06:00:00,app_review,"My issue was solved quickly, thank you.",
user_0292,2025-09-21 03:00:00,email_feedback,"My issue was solved quickly, thank you.",3
user_0038,2025-06-02 23:00:00,twitter,"Still waiting for my refund, very frustrating.",
user_0100,2025-05-12 02:00:00,chatbot,Customer service was rude and unhelpful.,4
user_0255,2025-08-22 10:00:00,app_review,Customer service was rude and unhelpful.,
user_0451,2025-09-27 18:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",2
user_0465,2025-05-26 19:00:00,chatbot,Socail media posts were engaging!,3
user_0407,2025-07-07 10:00:00,chatbot,I love how fast the checkout process is!,4
user_0474,25/6/2025 15:0,chatbot,"My issue was solved quickly, thank you.",1
user_0209,2025-06-30 06:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",
user_0096,2025-06-01 17:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0329,9/6/2025 11:0,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0488,2025-06-04 18:00:00,app_review,Socail media posts were engaging!,
user_0189,2025-06-16 00:00:00,twitter,"Email offers are great, I found a nice deal.",2
user_0430,2025-09-23 13:00:00,app_review,I love how fast the checkout process is!,3
user_0451,2025-10-09 20:00:00,chatbot,Customer service was rude and unhelpful.,5
user_0481,2025-06-30 00:00:00,twitter,"Still waiting for my refund, very frustrating.",1
user_0283,2025-08-01 04:00:00,twitter,"My issue was solved quickly, thank you.",
user_0201,2025-08-18 17:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",3
user_0211,2025-06-20 10:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0256,2025-07-19 00:00:00,twitter,"Still waiting for my refund, very frustrating.",5
user_0493,25/5/2025 20:0,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,3
user_0185,2025-10-11 12:00:00,email_feedback,I love how fast the checkout process is!,
user_0255,2025-07-29 22:00:00,app_review,I love how fast the checkout process is!,3
user_0219,2025-06-27 17:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,2
user_0271,2025-07-24 16:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",2
user_0364,2025-08-28 20:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0158,2025-10-19 16:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",2
user_0431,2025-08-17 07:00:00,twitter,"Email offers are great, I found a nice deal.",5
user_0049,2025-10-16 02:00:00,app_review,"Email offers are great, I found a nice deal.",3
user_0227,2025-10-19 01:00:00,app_review,The loyalty program is confusing.,3
user_0289,2025-05-16 11:00:00,app_review,Customer service was rude and unhelpful.,5
user_0070,2025-05-23 03:00:00,email_feedback,I love how fast the checkout process is!,1
user_0345,2025-10-09 08:00:00,email_feedback,Socail media posts were engaging!,4
user_0052,2025-07-27 03:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0402,2025-06-14 15:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",1
user_0071,2025-06-14 04:00:00,twitter,I love how fast the checkout process is!,
user_0163,2025-09-04 08:00:00,chatbot,I love how fast the checkout process is!,4
user_0398,2025-10-27 21:00:00,chatbot,Customer service was rude and unhelpful.,1
user_0158,2025-09-23 02:00:00,chatbot,Socail media posts were engaging!,5
user_0475,2025-06-18 16:00:00,chatbot,"My issue was solved quickly, thank you.",1
user_0433,2025-06-07 10:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",4
user_0013,2025-10-14 01:00:00,email_feedback,Customer service was rude and unhelpful.,4
user_0176,2025-10-04 07:00:00,email_feedback,Socail media posts were engaging!,
user_0056,2025-05-24 00:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",
user_0387,2025-07-01 15:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",3
user_0065,27/7/2025 22:0,chatbot,I love how fast the checkout process is!,4
user_0039,2025-07-06 12:00:00,twitter,Socail media posts were engaging!,3
user_0369,2025-09-29 17:00:00,app_review,Customer service was rude and unhelpful.,4
user_0055,2025-07-27 15:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",5
user_0242,2025-10-18 18:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",4
user_0476,8/5/2025 23:0,twitter,"Still waiting for my refund, very frustrating.",2
user_0171,2025-08-13 18:00:00,chatbot,"Email offers are great, I found a nice deal.",2
user_0458,16/10/2025 1:0,chatbot,Socail media posts were engaging!,1
user_0363,2025-07-17 23:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",
user_0424,2025-05-28 20:00:00,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0046,2025-07-10 16:00:00,app_review,Customer service was rude and unhelpful.,1
user_0171,2025-10-15 07:00:00,app_review,The loyalty program is confusing.,2
user_0473,2025-08-20 06:00:00,twitter,Customer service was rude and unhelpful.,5
user_0310,2025-10-04 11:00:00,email_feedback,Customer service was rude and unhelpful.,5
user_0317,2025-08-23 14:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",1
user_0495,2025-05-03 22:00:00,email_feedback,Socail media posts were engaging!,1
user_0334,2025-09-06 21:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0181,2025-05-02 07:00:00,twitter,Customer service was rude and unhelpful.,2
user_0242,2025-05-13 19:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",4
user_0408,23/8/2025 1:0,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,2
user_0474,18/9/2025 4:0,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,3
user_0057,2025-10-05 02:00:00,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,2
user_0378,2025-08-11 14:00:00,email_feedback,"Email offers are great, I found a nice deal.",5
user_0262,2025-07-02 21:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",5
user_0231,2025-07-13 00:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",4
user_0246,2025-06-01 00:00:00,email_feedback,"Email offers are great, I found a nice deal.",2
user_0378,2025-07-06 22:00:00,twitter,Customer service was rude and unhelpful.,5
user_0008,2025-09-10 12:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",1
user_0273,2025-07-27 03:00:00,app_review,"Email offers are great, I found a nice deal.",1
user_0421,2025-08-20 05:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0077,2025-10-16 17:00:00,chatbot,"Email offers are great, I found a nice deal.",3
user_0158,2025-09-01 14:00:00,app_review,"Email offers are great, I found a nice deal.",2
user_0466,2025-09-20 15:00:00,app_review,"My issue was solved quickly, thank you.",2
,2025-06-07 23:00:00,app_review,"Still waiting for my refund, very frustrating.",2
user_0057,2025-10-28 10:00:00,twitter,I love how fast the checkout process is!,5
user_0259,2025-09-28 14:00:00,email_feedback,I love how fast the checkout process is!,3
user_0040,2025-09-05 06:00:00,chatbot,Socail media posts were engaging!,5
user_0465,2025-05-06 18:00:00,twitter,"My issue was solved quickly, thank you.",2
user_0322,2025-05-11 16:00:00,email_feedback,"Ad was misleading, the discount didnâ€™t apply.",2
user_0252,2025-09-11 01:00:00,email_feedback,The loyalty program is confusing.,1
user_0168,2025-09-12 10:00:00,twitter,"Still waiting for my refund, very frustrating.",4
user_0480,2025-05-04 16:00:00,email_feedback,I love how fast the checkout process is!,4
user_0183,2025-09-23 08:00:00,email_feedback,I love how fast the checkout process is!,
user_0447,2025-06-28 05:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0454,2025-06-29 01:00:00,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,5
user_0066,2025-07-12 20:00:00,email_feedback,I love how fast the checkout process is!,1
user_0102,2025-06-12 00:00:00,chatbot,I love how fast the checkout process is!,
user_0281,2025-09-26 09:00:00,email_feedback,The loyalty program is confusing.,4
user_0482,2025-10-03 08:00:00,email_feedback,The loyalty program is confusing.,
user_0029,2025-08-26 23:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",5
user_0320,2025-05-28 01:00:00,email_feedback,"Still waiting for my refund, very frustrating.",
user_0355,2025-05-09 05:00:00,twitter,"Still waiting for my refund, very frustrating.",
user_0045,2025-06-04 18:00:00,email_feedback,The loyalty program is confusing.,
user_0275,2025-06-09 20:00:00,twitter,"Still waiting for my refund, very frustrating.",
user_0144,2025-06-14 07:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",4
user_0211,2025-08-01 06:00:00,chatbot,"Still waiting for my refund, very frustrating.",1
user_0215,2025-05-19 18:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0378,2025-06-25 19:00:00,app_review,"My issue was solved quickly, thank you.",1
user_0132,2025-09-14 17:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0407,2025-09-08 14:00:00,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0018,2025-10-23 07:00:00,email_feedback,The loyalty program is confusing.,3
user_0274,2025-10-25 03:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,3
user_0179,2025-07-27 04:00:00,twitter,"Still waiting for my refund, very frustrating.",1
user_0026,2025-05-18 15:00:00,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0070,2025-08-03 14:00:00,app_review,I love how fast the checkout process is!,3
user_0183,2025-06-18 03:00:00,twitter,Socail media posts were engaging!,3
user_0487,2025-06-18 00:00:00,chatbot,Socail media posts were engaging!,
user_0487,2025-07-26 09:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0459,2025-09-22 12:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,2
user_0231,21/10/2025 14:0,app_review,"My issue was solved quickly, thank you.",
user_0362,2025-08-15 10:00:00,chatbot,"Email offers are great, I found a nice deal.",1
user_0415,2025-07-28 00:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",1
user_0132,2025-06-28 13:00:00,twitter,Customer service was rude and unhelpful.,4
user_0320,2025-09-01 04:00:00,chatbot,The loyalty program is confusing.,3
user_0230,2025-08-04 19:00:00,app_review,I love how fast the checkout process is!,4
user_0414,2025-07-07 09:00:00,twitter,"Email offers are great, I found a nice deal.",3
user_0033,2025-05-08 00:00:00,chatbot,Customer service was rude and unhelpful.,3
user_0395,2/10/2025 21:0,chatbot,"Email offers are great, I found a nice deal.",3
user_0262,2025-06-01 11:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",3
user_0440,2025-07-07 11:00:00,email_feedback,The loyalty program is confusing.,2
user_0178,2025-07-10 13:00:00,twitter,"Still waiting for my refund, very frustrating.",3
user_0255,2025-08-19 23:00:00,email_feedback,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0317,2025-06-21 10:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,4
user_0416,2025-10-04 21:00:00,email_feedback,I love how fast the checkout process is!,
user_0203,2025-07-16 11:00:00,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0084,2025-06-18 02:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0373,2025-10-06 23:00:00,email_feedback,"Still waiting for my refund, very frustrating.",
user_0317,2025-07-04 11:00:00,email_feedback,Socail media posts were engaging!,4
user_0467,2025-05-16 04:00:00,app_review,"My issue was solved quickly, thank you.",5
user_0102,2025-05-23 19:00:00,twitter,Customer service was rude and unhelpful.,
user_0204,2025-09-21 15:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,5
user_0350,2025-10-01 02:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,5
user_0479,2025-08-01 05:00:00,app_review,I love how fast the checkout process is!,
user_0400,2025-05-05 23:00:00,twitter,Customer service was rude and unhelpful.,
user_0327,2025-08-21 00:00:00,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",5
user_0327,2025-05-17 18:00:00,twitter,The app keeps crashing when I try to pay. ğŸ˜¡,5
user_0328,2025-05-03 02:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0307,2025-08-27 14:00:00,email_feedback,"Email offers are great, I found a nice deal.",3
user_0187,29/5/2025 7:0,chatbot,"Email offers are great, I found a nice deal.",
user_0160,2025-06-18 14:00:00,app_review,Customer service was rude and unhelpful.,3
user_0029,2025-05-21 11:00:00,email_feedback,Customer service was rude and unhelpful.,5
user_0353,2025-08-12 09:00:00,twitter,The loyalty program is confusing.,4
user_0003,2025-10-15 23:00:00,email_feedback,Socail media posts were engaging!,2
user_0118,2025-05-12 15:00:00,twitter,"My issue was solved quickly, thank you.",4
user_0167,2025-06-22 22:00:00,twitter,"Email offers are great, I found a nice deal.",
user_0238,2025-10-11 09:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",2
user_0193,2025-06-12 09:00:00,twitter,"Ad was misleading, the discount didnâ€™t apply.",3
user_0460,8/10/2025 6:0,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",
user_0350,2025-09-13 07:00:00,chatbot,Socail media posts were engaging!,1
user_0032,2025-09-04 00:00:00,email_feedback,"Email offers are great, I found a nice deal.",1
user_0259,2025-05-22 11:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0034,2025-06-14 03:00:00,chatbot,"Ad was misleading, the discount didnâ€™t apply.",4
user_0074,2025-08-29 02:00:00,app_review,I love how fast the checkout process is!,5
user_0487,2025-06-03 18:00:00,app_review,"Email offers are great, I found a nice deal.",3
user_0316,25/9/2025 12:0,app_review,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",4
,2025-10-13 12:00:00,app_review,The loyalty program is confusing.,
user_0474,2025-05-11 13:00:00,app_review,I love how fast the checkout process is!,4
user_0126,2025-09-18 13:00:00,chatbot,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0198,2025-05-19 20:00:00,email_feedback,The app keeps crashing when I try to pay. ğŸ˜¡,3
user_0000,2025-07-02 01:00:00,chatbot,Customer service was rude and unhelpful.,2
user_0118,2025-07-27 22:00:00,chatbot,"Still waiting for my refund, very frustrating.",1
user_0478,2025-09-08 20:00:00,twitter,"Email offers are great, I found a nice deal.",
user_0493,2025-05-22 19:00:00,chatbot,Customer service was rude and unhelpful.,1
user_0336,2025-07-16 04:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",
user_0110,2025-05-06 21:00:00,chatbot,I love how fast the checkout process is!,1
user_0475,2025-09-07 12:00:00,chatbot,I love how fast the checkout process is!,5
user_0031,2025-07-13 09:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",3
user_0216,2025-07-29 08:00:00,chatbot,I love how fast the checkout process is!,4
user_0214,2025-07-02 06:00:00,chatbot,The loyalty program is confusing.,
user_0131,2025-05-10 21:00:00,chatbot,Socail media posts were engaging!,5
user_0268,2025-07-24 12:00:00,app_review,Customer service was rude and unhelpful.,1
user_0241,2025-08-02 16:00:00,email_feedback,"Still waiting for my refund, very frustrating.",4
user_0253,2025-06-17 02:00:00,chatbot,Customer service was rude and unhelpful.,2
user_0137,2025-08-22 09:00:00,chatbot,I love how fast the checkout process is!,3
user_0030,2025-08-16 01:00:00,app_review,"Ad was misleading, the discount didnâ€™t apply.",
user_0285,2025-08-15 12:00:00,chatbot,Socail media posts were engaging!,1
user_0339,2025-08-11 22:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",4
user_0097,2025-06-13 07:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,3
user_0463,2025-05-14 19:00:00,email_feedback,"Email offers are great, I found a nice deal.",
user_0009,2025-10-12 05:00:00,twitter,"Great UX overall, Iâ€™ll recommend to friends! ğŸ‘",1
user_0198,2025-10-27 20:00:00,chatbot,The app keeps crashing when I try to pay. ğŸ˜¡,1
user_0045,2025-09-30 12:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,
user_0426,2025-07-02 06:00:00,app_review,The app keeps crashing when I try to pay. ğŸ˜¡,4
user_0305,23/10/2025 13:0,app_review,"Ad was misleading, the discount didnâ€™t apply.",5
